key,item
 8279- 1078- 18,537
 8279- 1078- 18,61
 8279- 1078- 18,1076
 8279- 1078- 18,1146
 7016- 1078- 18,52
 7016- 1078- 18,1494
 7016- 1078- 18,285
 7016- 1078- 18,795
 7016- 1078- 18,1238
 7016- 1078- 18,1467
 7016- 1078- 18,1511
 2221- 1078- 18,1031
 2221- 1078- 18,89
 2221- 1078- 18,1358
 2221- 1078- 18,1081
 2221- 1078- 18,1497
 2221- 1078- 18,249
 2221- 1078- 18,1291
 7472- 1078- 18,1556
 7472- 1078- 18,468
 7472- 1078- 18,1443
 7472- 1078- 18,75
 8915- 1078- 18,391
 8915- 1078- 18,1260
 8915- 1078- 18,624
 8915- 1078- 18,147
 8915- 1078- 18,18
 8915- 1078- 18,1233
 322- 1078- 18,941
 322- 1078- 18,825
 322- 1078- 18,1174
 322- 1078- 18,1270
 2310- 1078- 18,82
 2310- 1078- 18,1430
 2310- 1078- 18,88
 1787- 1078- 18,178
 1787- 1078- 18,315
 1787- 1078- 18,731
 1787- 1078- 18,1041
 1787- 1078- 18,111
 4620- 1078- 18,962
 4620- 1078- 18,1472
 4620- 1078- 18,357
 4620- 1078- 18,999
 9868- 1078- 18,387
 9868- 1078- 18,1296
 9819- 1078- 18,493
 9819- 1078- 18,564
 9819- 1078- 18,1180
 9819- 1078- 18,477
 9819- 1078- 18,614
 9819- 1078- 18,1030
 7069- 1074- 18,558
 7069- 1074- 18,787
 7261- 1074- 18,1157
 7261- 1074- 18,548
 7261- 1074- 18,405
 7261- 1074- 18,421
 7261- 1074- 18,371
 7261- 1074- 18,521
 7261- 1074- 18,72
 7261- 1074- 18,275
 1693- 1074- 18,1538
 1693- 1074- 18,529
 2023- 1074- 18,1033
 2023- 1074- 18,1315
 2023- 1074- 18,467
 2023- 1074- 18,1455
 2023- 1074- 18,779
 3495- 1074- 18,580
 3495- 1074- 18,1502
 3495- 1074- 18,1026
 3495- 1074- 18,897
 3495- 1074- 18,553
 3495- 1074- 18,1169
 3495- 1074- 18,880
 5757- 1074- 18,65
 1853- 1074- 18,1446
 1853- 1074- 18,464
 1853- 1074- 18,2
 1853- 1074- 18,1244
 1853- 1074- 18,635
 8279- 1074- 18,805
 8279- 1074- 18,1221
 8279- 1074- 18,1531
 8279- 1074- 18,601
 7261- 1074- 18,1108
 7261- 1074- 18,286
 7261- 1074- 18,49
 1571- 1074- 18,592
 1571- 1074- 18,276
 1571- 1074- 18,1225
 104- 1074- 18,503
 104- 1074- 18,958
 104- 1074- 18,736
 104- 1074- 18,259
 104- 1074- 18,1275
 104- 1074- 18,1345
 104- 1074- 18,403
 6227- 1074- 18,108
 6227- 1074- 18,151
 6227- 1074- 18,434
 6227- 1074- 18,1143
 6227- 1074- 18,1084
 6227- 1074- 18,408
 6227- 1074- 18,465
 6227- 1074- 18,157
 6227- 1074- 18,1199
 6227- 1074- 18,1189
 6227- 1074- 18,806
 6227- 1074- 18,810
 6227- 1074- 18,67
 6227- 1074- 18,323
 1787- 1074- 18,1093
 1787- 1074- 18,777
 1787- 1074- 18,167
 1787- 1074- 18,24
 1787- 1074- 18,137
 6934- 1094- 18,261
 6934- 1094- 18,1303
 6934- 1094- 18,1293
 6934- 1094- 18,910
 6934- 1094- 18,501
 6934- 1094- 18,1316
 6934- 1094- 18,428
 6934- 1094- 18,804
 1636- 1094- 18,192
 1636- 1094- 18,342
 1853- 1094- 18,791
 789- 1094- 18,1546
 789- 1094- 18,125
 789- 1094- 18,542
 789- 1094- 18,851
 2023- 1094- 18,943
 2023- 1094- 18,40
 4579- 1094- 18,1276
 4579- 1094- 18,600
 4579- 1094- 18,656
 4579- 1094- 18,73
 4579- 1094- 18,677
 4579- 1094- 18,839
 4579- 1094- 18,1082
 4225- 1094- 18,1389
 4225- 1094- 18,647
 4225- 1094- 18,903
 4225- 1094- 18,1279
 4225- 1094- 18,564
 4225- 1094- 18,1152
 4225- 1094- 18,530
 4731- 1094- 18,620
 4731- 1094- 18,570
 4731- 1094- 18,720
 4731- 1094- 18,270
 3390- 1094- 18,628
 3390- 1094- 18,938
 8169- 1094- 18,1454
 8169- 1094- 18,433
 8169- 1094- 18,795
 8169- 1094- 18,439
 850- 1094- 18,1448
 850- 1094- 18,865
 850- 1094- 18,1055
 850- 1094- 18,73
 850- 1094- 18,316
 6934- 1094- 18,1368
 6934- 1094- 18,1079
 6934- 1094- 18,802
 6934- 1094- 18,1218
 4771- 1094- 18,1229
 4771- 1094- 18,353
 4771- 1094- 18,1008
 4771- 1094- 18,186
 4771- 1094- 18,363
 4771- 1094- 18,247
 4771- 1094- 18,596
 5757- 1094- 18,585
 5757- 1094- 18,363
 4579- 1084- 18,742
 4579- 1084- 18,332
 4579- 1084- 18,1148
 4579- 1084- 18,259
 4579- 1084- 18,222
 4579- 1084- 18,1064
 8915- 1084- 18,1476
 8915- 1084- 18,81
 8915- 1084- 18,324
 8915- 1084- 18,8
 8915- 1084- 18,956
 1259- 1084- 18,1127
 1259- 1084- 18,1543
 1259- 1084- 18,1439
 1259- 1084- 18,923
 1259- 1084- 18,1326
 1770- 1084- 18,1114
 1770- 1084- 18,1557
 1770- 1084- 18,228
 1770- 1084- 18,271
 7782- 1084- 18,427
 7782- 1084- 18,1230
 7782- 1084- 18,1207
 7782- 1084- 18,132
 7782- 1084- 18,1386
 7782- 1084- 18,1469
 7782- 1084- 18,1220
 7782- 1084- 18,411
 3225- 1084- 18,1315
 3225- 1084- 18,1345
 3225- 1084- 18,429
 3225- 1084- 18,473
 3225- 1084- 18,756
 272- 1084- 18,210
 272- 1084- 18,1518
 564- 1084- 18,770
 564- 1084- 18,254
 564- 1084- 18,243
 1571- 1084- 18,560
 5348- 1084- 18,1104
 5348- 1084- 18,1200
 5348- 1084- 18,85
 5348- 1084- 18,728
 272- 1084- 18,19
 272- 1084- 18,928
 272- 1084- 18,1317
 272- 1084- 18,1294
 272- 1084- 18,218
 272- 1084- 18,329
 272- 1084- 18,412
 5148- 1084- 18,1451
 5148- 1084- 18,548
 5148- 1084- 18,1285
 5148- 1084- 18,1048
 4325- 1084- 18,952
 4325- 1084- 18,902
 4325- 1084- 18,1052
 4325- 1084- 18,189
 4325- 1084- 18,392
 4731- 1084- 18,1509
 4731- 1084- 18,767
 4731- 1084- 18,1023
 4731- 1084- 18,1399
 4731- 1084- 18,684
 4731- 1084- 18,1272
 4731- 1084- 18,650
 4731- 1084- 18,1372
 1853- 1085- 18,713
 1853- 1085- 18,1209
 1853- 1085- 18,453
 3440- 1085- 18,651
 3440- 1085- 18,961
 8355- 1085- 18,1477
 8355- 1085- 18,455
 8355- 1085- 18,817
 8355- 1085- 18,462
 1222- 1085- 18,1470
 1222- 1085- 18,888
 1222- 1085- 18,1077
 1222- 1085- 18,96
 1222- 1085- 18,339
 7016- 1085- 18,1391
 7016- 1085- 18,1102
 7016- 1085- 18,825
 7016- 1085- 18,1241
 4853- 1085- 18,1251
 4853- 1085- 18,376
 4853- 1085- 18,1031
 4853- 1085- 18,209
 4853- 1085- 18,386
 4853- 1085- 18,270
 4853- 1085- 18,619
 5757- 1085- 18,590
 5757- 1085- 18,367
 4953- 1085- 18,844
 4953- 1085- 18,434
 4953- 1085- 18,1249
 4953- 1085- 18,361
 4953- 1085- 18,421
 4953- 1085- 18,1263
 4953- 1085- 18,708
 3390- 1085- 18,159
 3390- 1085- 18,175
 3390- 1085- 18,125
 3390- 1085- 18,275
 3390- 1085- 18,970
 3390- 1085- 18,1174
 3390- 1085- 18,1390
 4026- 1085- 18,350
 4026- 1085- 18,1138
 4026- 1085- 18,1475
 4026- 1085- 18,1292
 4026- 1085- 18,283
 4026- 1085- 18,1338
 1444- 1085- 18,1472
 1444- 1085- 18,131
 1444- 1085- 18,626
 1444- 1085- 18,1429
 1444- 1085- 18,1406
 1444- 1085- 18,330
 1444- 1085- 18,27
 9097- 1085- 18,370
 9097- 1085- 18,1052
 9097- 1085- 18,563
 5478- 1085- 18,495
 5478- 1085- 18,1071
 8169- 1085- 18,925
 791- 1080- 19,989
 791- 1080- 19,700
 791- 1080- 19,423
 7431- 1080- 19,1005
 7431- 1080- 19,650
 1712- 1080- 19,313
 1712- 1080- 19,756
 4737- 1080- 19,1380
 4737- 1080- 19,1064
 4737- 1080- 19,454
 4737- 1080- 19,724
 4737- 1080- 19,741
 4737- 1080- 19,691
 4737- 1080- 19,841
 4737- 1080- 19,392
 8857- 1080- 19,871
 8857- 1080- 19,688
 8857- 1080- 19,1238
 305- 1080- 19,1487
 305- 1080- 19,1543
 305- 1080- 19,961
 305- 1080- 19,6
 9561- 1080- 19,322
 9561- 1080- 19,778
 9561- 1080- 19,555
 9561- 1080- 19,79
 9561- 1080- 19,1094
 9561- 1080- 19,1165
 4028- 1080- 19,71
 4028- 1080- 19,1512
 4028- 1080- 19,304
 4028- 1080- 19,813
 4028- 1080- 19,1256
 4028- 1080- 19,1485
 4028- 1080- 19,1529
 4028- 1080- 19,254
 2451- 1080- 19,268
 2451- 1080- 19,1310
 2451- 1080- 19,1299
 2451- 1080- 19,917
 2451- 1080- 19,921
 2451- 1080- 19,178
 2451- 1080- 19,434
 2451- 1080- 19,810
 300- 1080- 19,1368
 300- 1080- 19,1518
 300- 1080- 19,1068
 300- 1080- 19,858
 300- 1080- 19,1075
 300- 1080- 19,426
 300- 1080- 19,1228
 7559- 1080- 19,1548
 3029- 1080- 19,959
 3029- 1080- 19,843
 3029- 1080- 19,1192
 3029- 1080- 19,1288
 3029- 1080- 19,173
 6906- 1080- 19,1382
 6906- 1080- 19,306
 6906- 1080- 19,417
 6906- 1080- 19,500
 6906- 1080- 19,250
 6906- 1080- 19,999
 6906- 1080- 19,1455
 5936- 1080- 19,747
 5936- 1080- 19,631
 5936- 1080- 19,980
 5936- 1080- 19,1490
 5936- 1080- 19,375
 5577- 1080- 19,123
 5577- 1080- 19,605
 8469- 1080- 19,495
 8469- 1080- 19,632
 8469- 1080- 19,1048
 8469- 1080- 19,944
 8469- 1080- 19,428
 8469- 1080- 19,832
 9304- 1080- 19,1229
 9304- 1080- 19,380
 9304- 1080- 19,224
 9304- 1080- 19,1106
 9304- 1080- 19,1163
 1022- 1080- 19,1319
 1022- 1080- 19,1256
 1022- 1080- 19,713
 8895- 1080- 19,4
 8895- 1080- 19,940
 8895- 1080- 19,104
 8895- 1080- 19,640
 8895- 1080- 19,1002
 6127- 1080- 19,378
 6127- 1080- 19,621
 6127- 1080- 19,305
 6127- 1080- 19,1253
 6127- 1080- 19,1110
 6127- 1080- 19,1127
 6127- 1080- 19,1077
 8002- 1080- 19,303
 8002- 1080- 19,825
 8002- 1080- 19,403
 8002- 1080- 19,525
 8002- 1080- 19,1301
 9774- 1080- 19,676
 1526- 1080- 19,1525
 1526- 1080- 19,1076
 1526- 1080- 19,866
 1526- 1080- 19,1082
 1526- 1080- 19,433
 1526- 1080- 19,822
 1526- 1080- 19,799
 3772- 1080- 19,1276
 3772- 1080- 19,1533
 3772- 1080- 19,1444
 3772- 1080- 19,568
 3772- 1080- 19,1224
 3772- 1080- 19,402
 3772- 1080- 19,165
 3772- 1080- 19,48
 6770- 1080- 19,1390
 6770- 1080- 19,1461
 6770- 1080- 19,518
 1769- 1080- 19,878
 1769- 1080- 19,1414
 8093- 1080- 19,638
 8093- 1080- 19,988
 8093- 1080- 19,1497
 8093- 1080- 19,382
 3303- 1080- 19,99
 3303- 1080- 19,316
 3303- 1080- 19,811
 3303- 1080- 19,56
 3303- 1080- 19,33
 3303- 1080- 19,516
 3303- 1080- 19,1479
 3303- 1080- 19,4
 2148- 1080- 19,840
 2148- 1080- 19,1189
 2148- 1080- 19,141
 2148- 1080- 19,170
 2148- 1080- 19,813
 3616- 1080- 19,401
 3616- 1080- 19,511
 3616- 1080- 19,594
 3616- 1080- 19,344
 3616- 1080- 19,1093
 3616- 1080- 19,405
 3616- 1080- 19,1326
 3616- 1080- 19,850
 116- 1080- 19,1155
 116- 1080- 19,1438
 116- 1080- 19,176
 116- 1080- 19,20
 116- 1080- 19,902
 116- 1080- 19,1372
 3778- 1080- 19,1195
 3778- 1080- 19,492
 3778- 1080- 19,629
 3778- 1080- 19,1045
 5565- 1080- 19,1153
 5565- 1080- 19,277
 5565- 1080- 19,932
 5565- 1080- 19,111
 5565- 1080- 19,1432
 5565- 1080- 19,1315
 5565- 1080- 19,106
 6252- 1080- 19,491
 5687- 1080- 19,928
 5687- 1080- 19,1344
 5687- 1080- 19,1240
 5687- 1080- 19,724
 5687- 1080- 19,1128
 7367- 1080- 19,915
 7367- 1080- 19,1358
 3384- 1080- 19,715
 3384- 1080- 19,399
 3384- 1080- 19,1348
 2628- 1080- 19,212
 2628- 1080- 19,1081
 2628- 1080- 19,445
 2628- 1080- 19,382
 2628- 1080- 19,1397
 2628- 1080- 19,1054
 1881- 1080- 19,374
 1881- 1080- 19,257
 1552- 1080- 19,1466
 1552- 1080- 19,97
 1552- 1080- 19,673
 2651- 1080- 19,1389
 2651- 1080- 19,1472
 2651- 1080- 19,1223
 2651- 1080- 19,414
 2651- 1080- 19,1283
 2651- 1080- 19,647
 2651- 1080- 19,170
 3637- 1080- 19,1197
 3637- 1080- 19,1293
 3637- 1080- 19,178
 3637- 1080- 19,821
 3637- 1080- 19,864
 2005- 1080- 19,130
 2516- 1080- 19,1484
 2516- 1080- 19,1555
 2516- 1080- 19,612
 3537- 1080- 19,1386
 3537- 1080- 19,1508
 1101- 1080- 19,732
 1101- 1080- 19,1082
 1101- 1080- 19,34
 1101- 1080- 19,477
 1101- 1080- 19,1119
 10121- 1080- 19,610
 10121- 1080- 19,720
 10177- 1080- 19,345
 10177- 1080- 19,761
 1777- 1080- 19,452
 1777- 1080- 19,1173
 1777- 1080- 19,152
 1777- 1080- 19,928
 1777- 1080- 19,158
 1777- 1080- 19,495
 867- 1080- 19,588
 867- 1080- 19,738
 867- 1080- 19,289
 867- 1080- 19,492
 4661- 1080- 19,1248
 4661- 1080- 19,732
 4661- 1080- 19,721
 4661- 1080- 19,339
 4661- 1080- 19,343
 5520- 1080- 19,1206
 5520- 1080- 19,1250
 5520- 1080- 19,1532
 5520- 1080- 19,684
 6721- 1088- 19,135
 6721- 1088- 19,618
 6721- 1088- 19,728
 6721- 1088- 19,811
 7990- 1088- 19,64
 7990- 1088- 19,493
 7990- 1088- 19,1495
 7990- 1088- 19,459
 7990- 1088- 19,37
 7990- 1088- 19,160
 7990- 1088- 19,936
 10177- 1088- 19,710
 10177- 1088- 19,500
 10177- 1088- 19,717
 10177- 1088- 19,68
 10177- 1088- 19,457
 10177- 1088- 19,434
 9609- 1088- 19,750
 9609- 1088- 19,1526
 9609- 1088- 19,756
 9609- 1088- 19,1093
 1326- 1088- 19,891
 1326- 1088- 19,1494
 1326- 1088- 19,99
 1326- 1088- 19,342
 1326- 1088- 19,26
 1326- 1088- 19,974
 1326- 1088- 19,1245
 1326- 1088- 19,1261
 7936- 1088- 19,1049
 7936- 1088- 19,266
 7936- 1088- 19,1055
 5878- 1088- 19,572
 5878- 1088- 19,1282
 632- 1088- 19,1438
 632- 1088- 19,1388
 632- 1088- 19,1538
 632- 1088- 19,1088
 632- 1088- 19,1292
 632- 1088- 19,1508
 632- 1088- 19,446
 1180- 1088- 19,1257
 8429- 1088- 19,414
 8470- 1088- 19,491
 8470- 1088- 19,774
 8470- 1088- 19,1483
 8036- 1088- 19,1177
 8036- 1088- 19,1393
 8036- 1088- 19,744
 8036- 1088- 19,1547
 8036- 1088- 19,1110
 8036- 1088- 19,35
 8036- 1088- 19,145
 1873- 1088- 19,488
 1873- 1088- 19,879
 1873- 1088- 19,1535
 1873- 1088- 19,713
 6030- 1088- 19,363
 9210- 1088- 19,946
 8002- 1088- 19,929
 8002- 1088- 19,1385
 5888- 1088- 19,560
 5888- 1088- 19,178
 821- 1088- 19,174
 821- 1088- 19,511
 821- 1088- 19,327
 821- 1088- 19,877
 821- 1088- 19,787
 4831- 1088- 19,970
 4831- 1088- 19,920
 4831- 1088- 19,1070
 4831- 1088- 19,207
 4831- 1088- 19,411
 306- 1088- 19,1528
 306- 1088- 19,785
 306- 1088- 19,1041
 306- 1088- 19,1417
 306- 1088- 19,702
 306- 1088- 19,1291
 306- 1088- 19,669
 306- 1088- 19,1390
 3685- 1088- 19,926
 3685- 1088- 19,1421
 3685- 1088- 19,666
 3685- 1088- 19,643
 1929- 1088- 19,560
 1929- 1088- 19,1375
 1929- 1088- 19,73
 10172- 1088- 19,1390
 10172- 1088- 19,8
 10172- 1088- 19,1450
 10172- 1088- 19,241
 10172- 1088- 19,751
 10172- 1088- 19,780
 7460- 1088- 19,857
 7460- 1088- 19,48
 7460- 1088- 19,917
 7460- 1088- 19,281
 7460- 1088- 19,1363
 7460- 1088- 19,1234
 8799- 1088- 19,422
 8799- 1088- 19,598
 8799- 1088- 19,482
 8799- 1088- 19,831
 8799- 1088- 19,927
 8799- 1088- 19,1370
 8799- 1088- 19,455
 8212- 1088- 19,1119
 6732- 1088- 19,1035
 6732- 1088- 19,1439
 6732- 1088- 19,1056
 8827- 1088- 19,107
 8827- 1088- 19,790
 8387- 1088- 19,1279
 8387- 1088- 19,1123
 8387- 1088- 19,447
 8387- 1088- 19,503
 5783- 1088- 19,438
 5783- 1088- 19,188
 5783- 1088- 19,937
 87- 1088- 19,494
 87- 1088- 19,750
 87- 1088- 19,1126
 87- 1088- 19,411
 87- 1088- 19,999
 87- 1088- 19,377
 87- 1088- 19,1099
 249- 1088- 19,126
 249- 1088- 19,275
 4509- 1088- 19,725
 4509- 1088- 19,36
 4509- 1088- 19,958
 4509- 1088- 19,895
 4509- 1088- 19,352
 4509- 1088- 19,9
 4509- 1088- 19,625
 4509- 1088- 19,336
 84- 1088- 19,922
 6818- 1088- 19,892
 6818- 1088- 19,749
 6818- 1088- 19,766
 6818- 1088- 19,716
 6818- 1088- 19,865
 6818- 1088- 19,416
 6818- 1088- 19,206
 6818- 1088- 19,422
 3777- 1088- 19,874
 3777- 1088- 19,784
 1866- 1088- 19,199
 1866- 1088- 19,494
 1866- 1088- 19,338
 1866- 1088- 19,1220
 1866- 1088- 19,132
 1866- 1088- 19,694
 1866- 1088- 19,1297
 1866- 1088- 19,315
 6127- 1088- 19,245
 6127- 1088- 19,1087
 6166- 1088- 19,207
 6166- 1088- 19,863
 6166- 1088- 19,41
 6166- 1088- 19,1362
 6166- 1088- 19,1245
 6166- 1088- 19,37
 1456- 1088- 19,1233
 1456- 1088- 19,1316
 1456- 1088- 19,1163
 1456- 1088- 19,354
 1456- 1088- 19,810
 1456- 1088- 19,587
 4356- 1088- 19,92
 4356- 1088- 19,1161
 4356- 1088- 19,1484
 4356- 1088- 19,103
 4356- 1088- 19,1544
 3479- 1088- 19,1222
 3479- 1088- 19,159
 3479- 1088- 19,962
 3479- 1088- 19,939
 3479- 1088- 19,1421
 3479- 1088- 19,1118
 8105- 1088- 19,1358
 8105- 1088- 19,1281
 1109- 1088- 19,1464
 1109- 1088- 19,549
 1109- 1088- 19,593
 1109- 1088- 19,876
 1109- 1088- 19,27
 1109- 1088- 19,1015
 1109- 1088- 19,339
 3315- 1088- 19,191
 3315- 1088- 19,501
 3315- 1088- 19,1543
 3315- 1088- 19,1533
 3315- 1088- 19,1150
 3315- 1088- 19,740
 3315- 1088- 19,1556
 7615- 1088- 19,1291
 7615- 1088- 19,1120
 7615- 1088- 19,804
 7615- 1088- 19,195
 2300- 1088- 19,245
 2300- 1088- 19,315
 2300- 1088- 19,931
 2300- 1088- 19,228
 2300- 1088- 19,365
 6839- 1088- 19,1016
 6839- 1088- 19,779
 7288- 1088- 19,896
 7288- 1088- 19,313
 7288- 1088- 19,916
 7288- 1088- 19,1079
 7288- 1088- 19,1322
 6242- 1088- 19,1230
 6242- 1088- 19,527
 6242- 1088- 19,664
 6242- 1088- 19,1080
 1149- 1088- 19,677
 1149- 1088- 19,1359
 1149- 1088- 19,870
 1149- 1088- 19,1193
 1149- 1088- 19,1369
 1149- 1088- 19,1253
 5184- 1088- 19,839
 5184- 1088- 19,535
 5184- 1088- 19,618
 3598- 1075- 19,1517
 3598- 1075- 19,1521
 3598- 1075- 19,779
 7630- 1075- 19,762
 7630- 1075- 19,1085
 7630- 1075- 19,1261
 7630- 1075- 19,1145
 7630- 1075- 19,1494
 7630- 1075- 19,446
 7630- 1075- 19,475
 1067- 1075- 19,766
 1067- 1075- 19,637
 1067- 1075- 19,294
 1067- 1075- 19,910
 1067- 1075- 19,621
 1067- 1075- 19,344
 1067- 1075- 19,760
 3723- 1075- 19,481
 3723- 1075- 19,325
 8421- 1075- 19,1001
 8421- 1075- 19,1150
 8421- 1075- 19,701
 8421- 1075- 19,491
 8421- 1075- 19,707
 8421- 1075- 19,58
 2282- 1075- 19,749
 2282- 1075- 19,327
 6587- 1075- 19,1348
 3972- 1075- 19,1531
 3972- 1075- 19,682
 3972- 1075- 19,526
 3972- 1075- 19,1408
 3972- 1075- 19,1465
 3972- 1075- 19,882
 3972- 1075- 19,1485
 9726- 1075- 19,1433
 9726- 1075- 19,636
 9726- 1075- 19,640
 9726- 1075- 19,1456
 9726- 1075- 19,153
 9726- 1075- 19,530
 9952- 1075- 19,1181
 9952- 1075- 19,1370
 2457- 1075- 19,1208
 2457- 1075- 19,145
 2457- 1075- 19,948
 2457- 1075- 19,925
 2457- 1075- 19,1408
 4929- 1075- 19,702
 4929- 1075- 19,80
 3456- 1075- 19,502
 3456- 1075- 19,679
 6378- 1075- 19,795
 6378- 1075- 19,213
 8627- 1075- 19,877
 8627- 1075- 19,1093
 8627- 1075- 19,444
 8627- 1075- 19,1247
 8627- 1075- 19,810
 8627- 1075- 19,1293
 6393- 1075- 19,344
 6393- 1075- 19,1546
 6393- 1075- 19,1469
 6393- 1075- 19,1286
 6393- 1075- 19,277
 6393- 1075- 19,188
 7430- 1075- 19,1467
 7430- 1075- 19,125
 4789- 1075- 19,774
 4789- 1075- 19,231
 4789- 1075- 19,302
 4789- 1075- 19,917
 4789- 1075- 19,214
 4789- 1075- 19,352
 4789- 1075- 19,768
 3374- 1075- 19,100
 3374- 1075- 19,1502
 3374- 1075- 19,826
 3374- 1075- 19,882
 3374- 1075- 19,300
 3785- 1075- 19,1073
 3785- 1075- 19,530
 3785- 1075- 19,600
 3785- 1075- 19,1216
 3785- 1075- 19,513
 3785- 1075- 19,650
 3785- 1075- 19,1066
 3785- 1075- 19,963
 4356- 1075- 19,1079
 4356- 1075- 19,97
 4356- 1075- 19,340
 4356- 1075- 19,24
 4356- 1075- 19,973
 6545- 1075- 19,438
 6545- 1075- 19,854
 6545- 1075- 19,1164
 6545- 1075- 19,648
 3568- 1075- 19,1155
 5659- 1075- 19,1511
 5659- 1075- 19,1555
 5659- 1075- 19,279
 5659- 1075- 19,989
 5659- 1075- 19,419
 7945- 1075- 19,136
 7945- 1075- 19,1005
 7945- 1075- 19,369
 7945- 1075- 19,1451
 7945- 1075- 19,1322
 8346- 1075- 19,1253
 8346- 1075- 19,1163
 8346- 1075- 19,288
 8346- 1075- 19,943
 4679- 1075- 19,1157
 4679- 1075- 19,1427
 4379- 1075- 19,1410
 4379- 1075- 19,1493
 4379- 1075- 19,1244
 4379- 1075- 19,435
 4379- 1075- 19,890
 4379- 1075- 19,668
 4379- 1075- 19,191
 1672- 1075- 19,416
 4409- 1075- 19,919
 4409- 1075- 19,243
 4409- 1075- 19,300
 4409- 1075- 19,1275
 4409- 1075- 19,320
 4409- 1075- 19,483
 9968- 1075- 19,387
 9968- 1075- 19,283
 9968- 1075- 19,1325
 9968- 1075- 19,170
 9968- 1075- 19,932
 9968- 1075- 19,936
 9968- 1075- 19,193
 9968- 1075- 19,449
 5854- 1075- 19,263
 5854- 1075- 19,214
 4598- 1075- 19,64
 4598- 1075- 19,813
 7508- 1075- 19,66
 7508- 1075- 19,55
 7508- 1075- 19,1231
 7508- 1075- 19,1235
 9034- 1075- 19,955
 9034- 1075- 19,1305
 9034- 1075- 19,256
 9034- 1075- 19,286
 9034- 1075- 19,928
 9034- 1075- 19,972
 4046- 1075- 19,423
 4046- 1075- 19,1344
 4046- 1075- 19,868
 4046- 1075- 19,739
 4046- 1075- 19,396
 4046- 1075- 19,1012
 2324- 1075- 19,1157
 2324- 1075- 19,1506
 2324- 1075- 19,44
 2324- 1075- 19,487
 2324- 1075- 19,1130
 2324- 1075- 19,1174
 2324- 1075- 19,1457
 951- 1075- 19,1310
 951- 1075- 19,607
 951- 1075- 19,745
 951- 1075- 19,1161
 6840- 1075- 19,1171
 6840- 1075- 19,295
 6840- 1075- 19,951
 6840- 1075- 19,129
 6840- 1075- 19,1450
 6840- 1075- 19,1333
 6840- 1075- 19,125
 7364- 1075- 19,509
 7070- 1075- 19,946
 7070- 1075- 19,1362
 7070- 1075- 19,1258
 7070- 1075- 19,742
 7070- 1075- 19,1146
 4870- 1075- 19,933
 4870- 1075- 19,1376
 4870- 1075- 19,47
 9947- 1075- 19,1189
 9947- 1075- 19,1339
 9947- 1075- 19,889
 9947- 1075- 19,1093
 9947- 1075- 19,1310
 9947- 1075- 19,247
 9947- 1075- 19,1050
 1061- 1075- 19,981
 1061- 1075- 19,798
 1061- 1075- 19,1347
 1061- 1075- 19,1258
 1061- 1075- 19,382
 1061- 1075- 19,1451
 8145- 1075- 19,448
 8145- 1075- 19,1251
 8145- 1075- 19,815
 8145- 1075- 19,1394
 8145- 1075- 19,1504
 8145- 1075- 19,30
 8939- 1075- 19,13
 4559- 1075- 19,982
 4559- 1075- 19,866
 4559- 1075- 19,1215
 4559- 1075- 19,1311
 4559- 1075- 19,196
 9919- 1075- 19,1113
 9919- 1075- 19,38
 9919- 1075- 19,148
 9919- 1075- 19,231
 9919- 1075- 19,1540
 9919- 1075- 19,731
 144- 1075- 19,678
 144- 1075- 19,588
 4580- 1075- 19,1050
 4580- 1075- 19,202
 4580- 1075- 19,45
 4580- 1075- 19,927
 9905- 1075- 19,738
 9905- 1075- 19,821
 9905- 1075- 19,572
 9905- 1075- 19,1321
 9755- 1075- 19,1092
 9755- 1075- 19,470
 9755- 1075- 19,1192
 8733- 1092- 19,599
 8733- 1092- 19,828
 6354- 1092- 19,925
 6354- 1092- 19,316
 6354- 1092- 19,173
 6354- 1092- 19,189
 6354- 1092- 19,139
 6354- 1092- 19,289
 6354- 1092- 19,1398
 9444- 1092- 19,1315
 9444- 1092- 19,293
 9444- 1092- 19,655
 9444- 1092- 19,299
 3324- 1092- 19,1405
 3324- 1092- 19,823
 3324- 1092- 19,1012
 3324- 1092- 19,30
 3324- 1092- 19,274
 3256- 1092- 19,937
 3256- 1092- 19,648
 2300- 1092- 19,511
 2834- 1092- 19,521
 2834- 1092- 19,338
 2834- 1092- 19,887
 2834- 1092- 19,798
 9444- 1092- 19,62
 9444- 1092- 19,1303
 5546- 1092- 19,452
 5546- 1092- 19,935
 5546- 1092- 19,1045
 8877- 1092- 19,1161
 8877- 1092- 19,778
 8877- 1092- 19,369
 8877- 1092- 19,1184
 7437- 1092- 19,342
 7437- 1092- 19,560
 7437- 1092- 19,1003
 7437- 1092- 19,88
 7437- 1092- 19,1276
 7437- 1092- 19,1559
 7437- 1092- 19,710
 7437- 1092- 19,554
 4883- 1092- 19,1363
 4883- 1092- 19,566
 4883- 1092- 19,570
 4883- 1092- 19,1386
 4883- 1092- 19,84
 7166- 1092- 19,591
 7166- 1092- 19,1300
 1691- 1092- 19,1456
 1691- 1092- 19,1406
 1691- 1092- 19,1556
 1691- 1092- 19,1106
 1691- 1092- 19,1310
 1691- 1092- 19,1527
 1691- 1092- 19,464
 2527- 1092- 19,1275
 9798- 1092- 19,432
 9561- 1092- 19,509
 9561- 1092- 19,792
 9561- 1092- 19,1502
 9215- 1092- 19,1195
 9215- 1092- 19,1412
 9215- 1092- 19,763
